order_id,order_date,product_category,units_sold,unit_price,discount_pct,shipping_cost,return_flag,acquisition_channel,year,assumed_cogs_pct,gross_revenue,revenue,cogs,profit
101069,2025-08-24,Apparel,4,41.96,0.1411063869195097,9.82,0,Referral,2025,0.55,144.1567040194295,144.1567040194295,92.31200000000001,42.024704019429485
5173,2024-04-25,Home,4,86.06,0.14400000000000002,7.99,0,Email,2024,0.65,294.66944,294.66944,223.756,62.92344000000001
2367,2024-04-10,Home,4,78.46,0.0315495992202261,8.31,0,Organic,2024,0.65,303.9384737807242,303.9384737807242,203.99599999999998,91.63247378072424
101098,2025-12-17,Home,4,80.39,0.0987462397649378,12.75,0,Referral,2025,0.65,289.8071591411866,289.8071591411866,209.014,68.0431591411866
104026,2025-03-27,Apparel,2,42.66,0.0784314911159879,11.2,0,Organic,2025,0.55,78.62822517798391,78.62822517798391,46.926,20.502225177983906
3803,2024-04-20,Electronics,3,216.72,0.040999999999999995,11.04,0,Organic,2024,0.8,623.50344,623.50344,520.128,92.33543999999992
107124,2025-08-21,Electronics,4,215.69,0.1649055221940339,13.05,0,Paid Ads,2025,0.8,720.4861116718753,720.4861116718753,690.2080000000001,17.228111671875194
1104,2024-01-15,Electronics,1,207.48,0.064,9.5,0,Organic,2024,0.8,194.20127999999997,194.20127999999997,165.984,18.71727999999996
4634,2024-05-23,Beauty,2,34.14,0.0726994509728683,8.49,0,Organic,2024,0.5,63.31608148757255,63.31608148757255,34.14,20.68608148757255
107387,2025-11-05,Home,2,87.89,0.272,11.004999999999999,0,Paid Ads,2025,0.65,127.96784,127.96784,114.257,2.7058399999999914
106635,2025-01-14,Apparel,2,44.76,0.2277246637538666,10.9,0,Paid Ads,2025,0.55,69.13408810075386,69.13408810075386,49.236000000000004,8.998088100753852
102358,2025-01-06,Home,1,82.3,0.0839311859154398,9.58,0,Organic,2025,0.65,75.3924633991593,75.3924633991593,53.495,12.3174633991593
5595,2024-03-12,Home,1,82.08,0.070218699527232,6.89,0,Organic,2024,0.65,76.3164491428048,76.3164491428048,53.352000000000004,16.074449142804795
101689,2025-03-17,Electronics,3,224.91,0.130964221429516,11.85,0,Organic,2025,0.8,586.3645108748626,586.3645108748626,539.784,34.730510874862624
1792,2024-07-23,Apparel,4,42.54,0.1135477463573688,10.41,0,Referral,2024,0.55,150.8387154798301,150.8387154798301,93.58800000000001,46.84071547983011
102243,2025-11-17,Home,3,85.36,0.061,12.96,0,Referral,2025,0.65,240.45912,240.45912,166.452,61.047120000000014
6181,2024-08-13,Apparel,2,41.0,0.1148715077652174,8.03,0,Email,2024,0.55,72.58053636325218,72.58053636325218,45.1,19.450536363252176
106339,2025-09-12,Home,3,87.13,0.1241416459643654,11.004999999999999,0,Referral,2025,0.65,228.94061516137452,228.94061516137452,169.9035,48.03211516137452
103281,2025-03-19,Electronics,2,229.74,0.1951738900182713,8.01,0,Email,2025,0.8,369.8015010144047,369.8015010144047,367.58400000000006,-5.792498985595339
109246,2025-03-04,Apparel,2,49.32,0.0751481404593185,11.4,0,Organic,2025,0.55,91.22738742509283,91.22738742509283,54.252,25.575387425092828
105918,2025-09-03,Apparel,2,46.44,0.0411725101674195,8.26,0,Organic,2025,0.55,89.05589725565007,89.05589725565007,51.084,29.711897255650065
8480,2024-12-08,Home,3,80.95,0.044000000000000004,7.85,0,Organic,2024,0.65,232.1646,232.1646,157.85250000000002,66.46209999999999
102351,2025-12-02,Home,4,74.05,0.075,9.32,0,Organic,2025,0.65,273.985,273.985,192.53,72.13500000000002
109732,2025-09-24,Electronics,3,200.65,0.0619219219409466,10.98,0,Organic,2025,0.8,564.6760990876472,564.6760990876472,481.56000000000006,72.13609908764717
107270,2025-04-26,Beauty,4,33.35,0.1247804985203592,8.32,0,Referral,2025,0.5,116.75428149738408,116.75428149738408,66.7,41.73428149738408
2359,2024-07-08,Apparel,4,41.56,0.2761484322862226,8.2,0,Paid Ads,2024,0.55,120.33308461673835,120.33308461673835,91.43200000000002,20.70108461673833
4978,2024-03-11,Beauty,2,35.01,0.0763662444321519,7.25,0,Referral,2024,0.5,64.67283556486072,64.67283556486072,35.01,22.41283556486072
102369,2025-03-24,Apparel,3,42.5,0.107,10.21,0,Organic,2025,0.55,113.8575,113.8575,70.125,33.5225
102169,2025-05-02,Electronics,2,207.87,0.0900537236579228,9.6,0,Organic,2025,0.8,378.3010649264552,378.3010649264552,332.59200000000004,36.10906492645514
108409,2025-11-13,Beauty,2,37.55,0.0930101337556725,12.17,0,Referral,2025,0.5,68.114938954949,68.114938954949,37.55,18.394938954948998
3782,2024-01-13,Electronics,4,220.77,0.0726435469712844,5.17,0,Organic,2024,0.8,818.9299365405982,818.9299365405982,706.464,107.29593654059813
6183,2024-04-22,Home,3,79.83,0.047,6.11,0,Organic,2024,0.65,228.23397,228.23397,155.66850000000002,66.45546999999998
106758,2025-03-06,Beauty,2,33.32,0.2322113210719193,12.15,0,Paid Ads,2025,0.5,51.1654375637673,51.1654375637673,33.32,5.695437563767298
7741,2024-06-28,Home,2,76.89,0.0300227137036608,7.86,0,Organic,2024,0.65,149.16310708665105,149.16310708665105,99.95700000000001,41.346107086651045
109199,2025-03-30,Beauty,1,32.41,0.268,10.88,0,Paid Ads,2025,0.5,23.724119999999996,23.724119999999996,16.205,-3.3608800000000034
104220,2025-08-14,Electronics,3,237.33,0.2626377730477018,11.88,0,Paid Ads,2025,0.8,524.9945319677668,524.9945319677668,569.592,-56.477468032233226
2475,2024-07-01,Electronics,3,203.13,0.1585181883155803,6.06,0,Referral,2024,0.8,512.7906012223685,512.7906012223685,487.512,19.218601222368537
102865,2025-07-13,Apparel,2,44.37,0.27,10.92,0,Paid Ads,2025,0.55,64.7802,64.7802,48.807,5.0531999999999915
968,2024-03-15,Apparel,2,43.02,0.1304834337070805,5.79,0,Email,2024,0.55,74.8132053638428,74.8132053638428,47.32200000000001,21.70120536384279
105797,2025-07-18,Electronics,2,209.95,0.1415941547769169,10.67,0,Referral,2025,0.8,360.4446144091726,360.4446144091726,335.92,13.854614409172557
105748,2025-03-14,Electronics,1,224.26,0.0730790634866063,12.61,0,Referral,2025,0.8,207.87128922249366,207.87128922249366,179.40800000000002,15.853289222493643
6632,2024-05-01,Beauty,3,32.26,0.10729638467305,8.93,1,Email,2024,0.5,86.39585589134222,0.0,0.0,-8.93
109071,2025-11-11,Electronics,1,216.86,0.1096431161744306,13.29,0,Email,2025,0.8,193.082793826413,193.082793826413,173.48800000000003,6.304793826412968
101200,2025-05-01,Apparel,3,47.82,0.0920601877757168,10.92,0,Organic,2025,0.55,130.25304546169568,130.25304546169568,78.903,40.43004546169567
7954,2024-09-04,Electronics,1,231.75,0.22699999999999998,6.7,0,Paid Ads,2024,0.8,179.14275,179.14275,185.4,-12.957249999999998
100057,2025-04-21,Apparel,4,43.01,0.2768872637527492,12.33,0,Paid Ads,2025,0.55,124.40431514397703,124.40431514397703,94.622,17.45231514397703
5593,2024-10-09,Electronics,4,215.96,0.0490510043404493,7.18,0,Organic,2024,0.8,821.4677804105463,821.4677804105463,691.0720000000001,123.21578041054619
4034,2024-04-22,Beauty,4,35.52,0.1194690156404749,9.39,0,Organic,2024,0.5,125.10584225780134,125.10584225780134,71.04,44.675842257801335
107907,2025-01-02,Apparel,1,47.05,0.2654722239528886,7.78,0,Paid Ads,2025,0.55,34.55953186301659,34.55953186301659,25.8775,0.9020318630165862
469,2024-08-07,Beauty,2,38.43,0.2721116626511671,8.0,0,Paid Ads,2024,0.5,55.9454976086313,55.9454976086313,38.43,9.5154976086313
5959,2024-12-23,Apparel,4,49.45,0.24600000000000002,10.51,0,Paid Ads,2024,0.55,149.1412,149.1412,108.79000000000002,29.84119999999998
101343,2025-03-20,Electronics,2,223.34,0.09699999999999999,8.77,0,Referral,2025,0.8,403.35204000000004,403.35204000000004,357.34400000000005,37.23804
5059,2024-03-22,Electronics,2,237.97,0.2452062234289672,6.32,0,Paid Ads,2024,0.8,359.2365500212174,359.2365500212174,380.752,-27.835449978782613
101570,2025-08-11,Electronics,3,233.07,0.2550579995632451,7.62,0,Paid Ads,2025,0.8,520.8708961253834,520.8708961253834,559.368,-46.11710387461664
106620,2025-03-15,Electronics,2,199.75,0.107,10.98,0,Email,2025,0.8,356.75350000000003,356.75350000000003,319.6,26.173500000000008
345,2024-07-06,Electronics,4,229.09,0.1763722679164171,5.67,0,Paid Ads,2024,0.8,754.739508572112,754.739508572112,733.0880000000001,15.98150857211188
100647,2025-06-19,Electronics,3,203.08,0.096799409635094,10.59,1,Organic,2025,0.8,550.2659276739154,0.0,0.0,-10.59
6341,2024-03-15,Home,2,74.53,0.16899999999999998,5.76,0,Email,2024,0.65,123.86886,123.86886,96.88900000000001,21.21985999999999
101063,2025-01-29,Apparel,3,44.54,0.0759196568429587,10.45,0,Organic,2025,0.55,123.47561545264385,123.47561545264385,73.49100000000001,39.534615452643834
108271,2025-08-22,Electronics,2,230.94,0.2101043787632798,10.03,0,Paid Ads,2025,0.8,364.8369895368163,364.8369895368163,369.504,-14.697010463183714
108649,2025-03-28,Home,4,83.1,0.129199599958302,11.004999999999999,0,Organic,2025,0.65,289.45405297386037,289.45405297386037,216.06,62.38905297386037
107669,2025-10-14,Apparel,3,47.79,0.2312156980210745,12.37,0,Paid Ads,2025,0.55,110.22060537471856,110.22060537471856,78.85350000000001,18.99710537471855
101735,2025-03-15,Electronics,2,203.15,0.24100000000000002,13.55,1,Paid Ads,2025,0.8,308.3817,0.0,0.0,-13.55
101515,2025-03-26,Home,1,80.8,0.2213287774312151,13.68,0,Paid Ads,2025,0.65,62.91663478355781,62.91663478355781,52.52,-3.283365216442192
102018,2025-06-07,Home,4,82.22,0.1272976827971714,15.93,0,Organic,2025,0.65,287.01433808166627,287.01433808166627,213.772,57.312338081666276
602,2024-01-09,Apparel,1,42.0,0.129,6.83,0,Referral,2024,0.55,36.582,36.582,23.1,6.651999999999999
120,2024-04-08,Home,4,72.46,0.28,7.99,0,Paid Ads,2024,0.65,208.68479999999997,208.68479999999997,188.396,12.29879999999998
108053,2025-05-20,Electronics,1,200.02,0.0970721084281239,10.98,1,Organic,2025,0.8,180.60363687220666,0.0,0.0,-10.98
106675,2025-06-05,Home,2,77.58,0.0864202689144022,11.004999999999999,0,Organic,2025,0.65,141.75103107524134,141.75103107524134,100.854,29.892031075241345
448,2024-08-26,Electronics,1,213.89,0.3,8.04,0,Paid Ads,2024,0.8,149.72299999999998,149.72299999999998,171.112,-29.42900000000001
4938,2024-10-22,Apparel,1,41.14,0.22699999999999998,5.51,0,Paid Ads,2024,0.55,31.80122,31.80122,22.627000000000002,3.6642199999999985
102231,2025-01-03,Beauty,1,35.99,0.1305457495645063,10.43,0,Referral,2025,0.5,31.29165847317342,31.29165847317342,17.995,2.8666584731734197
5437,2024-08-26,Electronics,4,212.12,0.07,9.55,0,Referral,2024,0.8,789.0863999999999,789.0863999999999,678.7840000000001,100.75239999999981
102079,2025-01-24,Home,1,84.05,0.113,11.98,0,Referral,2025,0.65,74.55235,74.55235,54.6325,7.939850000000003
107461,2025-01-11,Apparel,3,43.82,0.2940950185027607,12.42,0,Paid Ads,2025,0.55,92.79826886762709,92.79826886762709,72.30300000000001,8.075268867627075
108583,2025-01-16,Home,2,85.35,0.2010406726337182,11.22,0,Email,2025,0.65,136.3823571814243,136.3823571814243,110.955,14.207357181424312
107288,2025-02-16,Electronics,1,232.32,0.034,10.98,0,Referral,2025,0.8,224.42111999999997,224.42111999999997,185.856,27.58511999999998
4103,2024-01-24,Apparel,4,46.07,0.0665357238820427,8.19,0,Organic,2024,0.55,172.01879680301718,172.01879680301718,101.35400000000001,62.47479680301717
108645,2025-03-08,Apparel,4,40.5,0.081011963828549,10.25,0,Referral,2025,0.55,148.87606185977506,148.87606185977506,89.10000000000001,49.526061859775055
109368,2025-09-13,Home,3,78.43,0.1182932748196823,9.99,0,Organic,2025,0.65,207.45677536767695,207.45677536767695,152.9385,44.52827536767695
103008,2025-02-12,Home,1,86.54,0.218,10.27,0,Paid Ads,2025,0.65,67.67428000000001,67.67428000000001,56.251000000000005,1.1532800000000059
104375,2025-12-06,Electronics,4,202.4,0.1719778832273309,10.98,0,Referral,2025,0.8,670.366705739153,670.366705739153,647.6800000000001,11.706705739152898
105339,2025-01-28,Home,2,82.14,0.11900000000000001,8.92,1,Organic,2025,0.65,144.73068,0.0,0.0,-8.92
106479,2025-03-27,Home,1,86.59,0.0561270770276363,12.07,0,Organic,2025,0.65,81.72995640017697,81.72995640017697,56.283500000000004,13.37645640017697
6773,2024-12-01,Apparel,3,44.05,0.1112825050386121,7.11,0,Email,2024,0.55,117.44401695914739,117.44401695914739,72.68249999999999,37.6515169591474
105014,2025-03-23,Electronics,1,204.7,0.3074522202252051,14.87,0,Paid Ads,2025,0.8,141.76453051990052,141.76453051990052,163.76,-36.86546948009947
105774,2025-01-17,Home,1,73.92,0.2805072284341078,7.48,0,Paid Ads,2025,0.65,53.184905674150755,53.184905674150755,48.048,-2.343094325849247
7463,2024-04-26,Apparel,1,42.59,0.0992785941209669,4.67,0,Organic,2024,0.55,38.36172467638802,38.36172467638802,23.424500000000005,10.267224676388016
1186,2024-12-29,Electronics,3,218.45,0.11800000000000001,6.64,0,Organic,2024,0.8,578.0187,578.0187,524.28,47.098699999999994
3014,2024-09-03,Home,1,73.41,0.055,8.69,1,Organic,2024,0.65,69.37244999999999,0.0,0.0,-8.69
6087,2024-12-22,Home,1,78.9,0.12,6.61,0,Organic,2024,0.65,69.432,69.432,51.285000000000004,11.536999999999999
5771,2024-12-17,Beauty,1,32.26,0.1284832802668963,8.02,0,Referral,2024,0.5,28.115129378589923,28.115129378589923,16.13,3.965129378589925
102071,2025-03-20,Apparel,3,42.83,0.274362755214443,10.96,0,Paid Ads,2025,0.55,93.23712958249622,93.23712958249622,70.66950000000001,11.607629582496209
103029,2025-01-09,Electronics,3,221.05,0.1633095086363917,9.86,0,Email,2025,0.8,554.851299347777,554.851299347777,530.5200000000001,14.47129934777685
307,2024-06-24,Apparel,4,48.61,0.0828698918807984,12.0,0,Organic,2024,0.55,178.32677822269756,178.32677822269756,106.94200000000001,59.38477822269755
109707,2025-01-10,Electronics,3,240.89,0.243,10.1,0,Paid Ads,2025,0.8,547.06119,547.06119,578.136,-41.17480999999996
107668,2025-12-10,Apparel,1,49.06,0.0823756497667908,10.92,0,Organic,2025,0.55,45.01865062244124,45.01865062244124,26.983000000000004,7.115650622441239
103965,2025-03-08,Electronics,3,239.09,0.1159177983617361,10.98,0,Referral,2025,0.8,634.1256407690776,634.1256407690776,573.816,49.32964076907753
108648,2025-12-19,Electronics,3,224.72,0.243,12.75,0,Paid Ads,2025,0.8,510.33912,510.33912,539.328,-41.738879999999995
2604,2024-09-29,Home,1,83.42,0.11800000000000001,7.56,0,Organic,2024,0.65,73.57644,73.57644,54.223000000000006,11.79344
100384,2025-11-14,Electronics,4,211.33,0.2130932359659115,12.26,0,Paid Ads,2025,0.8,665.1880257732957,665.1880257732957,676.2560000000001,-23.327974226704335
5620,2024-03-11,Electronics,4,228.18,0.0331670100125879,8.04,0,Organic,2024,0.8,882.4478066213107,882.4478066213107,730.176,144.2318066213107
101741,2025-03-08,Apparel,3,49.34,0.1425410843731853,12.28,0,Email,2025,0.55,126.92106869108112,126.92106869108112,81.41100000000002,33.2300686910811
101104,2025-07-20,Apparel,1,47.07,0.1262639300290125,13.83,0,Referral,2025,0.55,41.126756813534385,41.126756813534385,25.8885,1.4082568135343845
1666,2024-07-24,Apparel,1,41.19,0.064,9.08,0,Organic,2024,0.55,38.553839999999994,38.553839999999994,22.654500000000002,6.8193399999999915
2890,2024-11-22,Apparel,2,42.04,0.0562884734239305,7.08,0,Organic,2024,0.55,79.34726515451592,79.34726515451592,46.244,26.023265154515926
102493,2025-03-30,Electronics,2,238.25,0.2547387066858619,14.61,0,Paid Ads,2025,0.8,355.1170062641868,355.1170062641868,381.20000000000005,-40.69299373581326
103886,2025-09-30,Electronics,1,204.38,0.121,11.98,0,Organic,2025,0.8,179.65001999999998,179.65001999999998,163.50400000000002,4.166019999999964
3053,2024-06-24,Apparel,3,44.65,0.0893096244060622,8.22,0,Referral,2024,0.55,121.98697581080796,121.98697581080796,73.6725,40.094475810807964
102535,2025-12-12,Electronics,2,235.42,0.1267842290653255,10.98,0,Organic,2025,0.8,411.1449135868821,411.1449135868821,376.672,23.4929135868821
5753,2024-08-24,Electronics,4,227.91,0.237,5.04,0,Paid Ads,2024,0.8,695.58132,695.58132,729.312,-38.770680000000006
105804,2025-07-16,Electronics,3,215.76,0.2812244962856902,10.58,1,Paid Ads,2025,0.8,465.2490080441984,0.0,0.0,-10.58
104907,2025-03-29,Electronics,2,209.05,0.2490075150557592,11.79,0,Paid Ads,2025,0.8,313.98995795518715,313.98995795518715,334.48,-32.280042044812866
104253,2025-02-20,Home,1,76.89,0.0221481226687271,11.004999999999999,0,Organic,2025,0.65,75.18703084800157,75.18703084800157,49.978500000000004,14.203530848001567
108143,2025-12-22,Electronics,1,234.49,0.096221016580561,13.66,0,Referral,2025,0.8,211.92713382202425,211.92713382202425,187.592,10.675133822024232
106564,2025-12-29,Electronics,1,206.5,0.0370725446977343,9.71,0,Organic,2025,0.8,198.84451951991787,198.84451951991787,165.20000000000002,23.93451951991785
3751,2024-08-16,Electronics,2,221.19,0.0570360705220776,6.62,0,Organic,2024,0.8,417.1483831224433,417.1483831224433,353.904,56.62438312244331
5169,2024-05-28,Electronics,3,208.67,0.096,9.6,0,Referral,2024,0.8,565.91304,565.91304,500.808,55.50504000000003
103767,2025-03-23,Electronics,1,226.62,0.0696601510261017,10.98,0,Email,2025,0.8,210.83361657446486,210.83361657446486,181.29600000000002,18.557616574464834
101905,2025-03-07,Home,3,80.69,0.232961262322043,11.0,1,Paid Ads,2025,0.65,185.67706722970306,0.0,0.0,-11.0
7087,2024-01-17,Home,4,73.9,0.251,7.99,0,Paid Ads,2024,0.65,221.4044,221.4044,192.14000000000001,21.274399999999993
5525,2024-01-03,Beauty,4,33.7,0.0697957378149106,7.09,0,Organic,2024,0.5,125.39153454255006,125.39153454255006,67.4,50.90153454255005
103333,2025-05-05,Electronics,4,226.87,0.294,10.55,0,Paid Ads,2025,0.8,640.68088,640.68088,725.984,-95.85312000000003
7477,2024-07-11,Electronics,3,215.39,0.1100527064844894,10.12,0,Organic,2024,0.8,575.0572426509175,575.0572426509175,516.936,48.001242650917455
105756,2025-03-05,Beauty,3,35.14,0.0940409740176442,8.39,0,Organic,2025,0.5,95.50620051905995,95.50620051905995,52.71,34.406200519059944
101807,2025-04-18,Apparel,1,41.98,0.2507844986870653,11.57,0,Paid Ads,2025,0.55,31.452066745116994,31.452066745116994,23.089,-3.2069332548830047
101218,2025-11-19,Apparel,1,47.66,0.263,9.74,0,Paid Ads,2025,0.55,35.12542,35.12542,26.213,-0.8275800000000029
6762,2024-12-06,Apparel,1,43.28,0.1777067923209065,11.14,0,Email,2024,0.55,35.58885002835117,35.58885002835117,23.804000000000002,0.6448500283511649
102859,2025-03-26,Apparel,2,45.35,0.1159975658300523,11.43,0,Referral,2025,0.55,80.17902077921426,80.17902077921426,49.885000000000005,18.86402077921425
2993,2024-04-16,Beauty,1,36.3,0.069,8.97,0,Referral,2024,0.5,33.7953,33.7953,18.15,6.675299999999998
100240,2025-03-27,Home,3,74.89,0.1952460479014632,14.3,0,Paid Ads,2025,0.65,180.8040704179783,180.8040704179783,146.0355,20.46857041797828
102598,2025-04-24,Beauty,2,35.35,0.19699999999999998,13.44,0,Paid Ads,2025,0.5,56.77210000000001,56.77210000000001,35.35,7.982100000000008
102310,2025-03-09,Electronics,4,209.18,0.0647841304241694,10.98,0,Organic,2025,0.8,782.513822391489,782.513822391489,669.3760000000001,102.15782239148895
103131,2025-06-30,Beauty,4,34.1,0.051,10.14,0,Referral,2025,0.5,129.4436,129.4436,68.2,51.1036
5550,2024-03-14,Home,4,76.87,0.2115770518594769,10.65,0,Email,2024,0.65,242.42428809424808,242.42428809424808,199.86200000000002,31.912288094248062
101352,2025-08-21,Apparel,2,47.9,0.2314579648016471,10.92,0,Paid Ads,2025,0.55,73.62632697200222,73.62632697200222,52.690000000000005,10.016326972002213
373,2024-02-08,Electronics,1,230.96,0.1275461837955984,6.83,0,Referral,2024,0.8,201.50193339056858,201.50193339056858,184.76800000000003,9.903933390568552
6729,2024-01-20,Home,1,85.74,0.041245985857591,10.88,0,Organic,2024,0.65,82.20356917257014,82.20356917257014,55.731,15.592569172570139
104269,2025-12-17,Electronics,4,222.0,0.0725147685964197,13.23,0,Organic,2025,0.8,823.6068854863793,823.6068854863793,710.4000000000001,99.97688548637917
101657,2025-03-08,Apparel,1,43.07,0.1604567195498624,13.13,0,Email,2025,0.55,36.15912908898743,36.15912908898743,23.6885,-0.6593709110125747
104179,2025-01-30,Electronics,4,221.76,0.095,10.53,0,Referral,2025,0.8,802.7712,802.7712,709.6320000000001,82.60919999999996
109316,2025-09-10,Electronics,1,236.44,0.071,12.91,0,Organic,2025,0.8,219.65276,219.65276,189.15200000000002,17.590759999999985
109681,2025-03-24,Home,3,86.0,0.0712975255842711,9.09,0,Organic,2025,0.65,239.60523839925804,239.60523839925804,167.70000000000002,62.81523839925802
7679,2024-02-14,Electronics,2,214.18,0.054000000000000006,6.14,0,Organic,2024,0.8,405.22856,405.22856,342.68800000000005,56.40055999999997
105884,2025-08-21,Apparel,3,41.76,0.267,8.68,0,Paid Ads,2025,0.55,91.83024,91.83024,68.90400000000001,14.246239999999993
4280,2024-01-19,Apparel,1,42.64,0.021,8.12,0,Organic,2024,0.55,41.74456,41.74456,23.452,10.172559999999999
6453,2024-10-13,Apparel,2,46.49,0.02,2.0,0,Organic,2024,0.55,91.1204,91.1204,51.139,37.9814
5865,2024-11-21,Apparel,2,45.32,0.1352575633362784,8.14,0,Email,2024,0.55,78.38025445919973,78.38025445919973,49.852000000000004,20.38825445919973
103825,2025-01-02,Beauty,4,37.75,0.096,10.6,0,Referral,2025,0.5,136.504,136.504,75.5,50.40399999999999
108754,2025-01-29,Apparel,4,44.53,0.2937570006630619,11.82,0,Paid Ads,2025,0.55,125.79600304189542,125.79600304189542,97.96600000000001,16.01000304189541
102100,2025-01-28,Beauty,2,37.4,0.1464039336263663,14.37,0,Email,2025,0.5,63.8489857647478,63.8489857647478,37.4,12.078985764747804
107152,2025-08-16,Electronics,3,234.08,0.1826307337637309,10.92,0,Paid Ads,2025,0.8,573.9893935217576,573.9893935217576,561.792,1.27739352175759
2237,2024-05-29,Electronics,4,232.94,0.072961842470102,8.04,0,Referral,2024,0.8,863.7770736600578,863.7770736600578,745.408,110.32907366005779
108494,2025-12-25,Electronics,4,205.05,0.225,12.25,0,Paid Ads,2025,0.8,635.6550000000001,635.6550000000001,656.1600000000001,-32.754999999999995
109317,2025-03-12,Apparel,4,44.34,0.2371589766484064,13.56,0,Paid Ads,2025,0.55,135.29748390163866,135.29748390163866,97.54800000000002,24.18948390163864
3249,2024-09-01,Electronics,3,199.6,0.2548393246060877,9.19,1,Paid Ads,2024,0.8,446.2022124258746,0.0,0.0,-9.19
101058,2025-09-23,Beauty,2,35.78,0.2178457019774201,13.52,1,Email,2025,0.5,55.97096156649582,0.0,0.0,-13.52
7659,2024-04-15,Home,2,75.78,0.078,6.07,0,Referral,2024,0.65,139.73832000000002,139.73832000000002,98.51400000000001,35.154320000000006
108651,2025-03-09,Electronics,4,215.86,0.264,10.79,0,Paid Ads,2025,0.8,635.49184,635.49184,690.7520000000001,-66.05016000000003
100793,2025-03-11,Home,1,83.33,0.122,11.7,0,Email,2025,0.65,73.16374,73.16374,54.164500000000004,7.299240000000001
5316,2024-05-22,Apparel,1,41.63,0.1076522173370633,7.96,0,Organic,2024,0.55,37.148438192258055,37.148438192258055,22.896500000000003,6.291938192258052
104316,2025-02-26,Apparel,3,48.91,0.0410313628139318,11.05,0,Organic,2025,0.55,140.70946813431178,140.70946813431178,80.7015,48.957968134311784
103849,2025-06-11,Electronics,3,234.49,0.0277443355155544,9.08,0,Organic,2025,0.8,683.9526922948729,683.9526922948729,562.7760000000001,112.09669229487285
