order_id,order_date,product_category,units_sold,unit_price,discount_pct,shipping_cost,return_flag,acquisition_channel
102358,2025-01-06,Home,1,82.3,0.08393118591543987,9.58,0.0,Organic
5595,2024-03-12,Home,1,82.08,0.07021869952723203,6.89,0.0,Organic
101689,2025-03-17,Electronics,3,224.91,0.13096422142951603,11.85,0.0,Organic
1792,2024-07-23,Apparel,4,42.54,0.11354774635736886,10.41,0.0,Referral
103479,2025-03-25,Apparel,2,47.7,0.05794842760435402,,0.0,Organic
102243,2025-11-17,Home,3,85.36,6.1,12.96,0.0,Referral
6181,2024-08-13,Apparel,2,41.0,0.11487150776521748,8.03,0.0,Email
106339,2025-09-12,Home,3,87.13,0.12414164596436543,,0.0,Referral
103281,2025-03-19,Electronics,2,229.74,0.19517389001827135,8.01,0.0,Email
109246,2025-03-04,Apparel,2,49.32,0.0751481404593185,11.4,0.0,Organic
105918,2025-09-03,Apparel,2,46.44,0.04117251016741959,8.26,0.0,Organic
8480,2024-12-08,Home,3,80.95,4.4,7.85,0.0,Organic
102351,2025-12-02,Home,4,74.05,7.5,9.32,,Organic
109732,2025-09-24,Electronics,3,200.65,0.06192192194094668,,0.0,Organic
107270,2025-04-26,Beauty,4,33.35,0.12478049852035927,8.32,0.0,Referral
2359,2024-07-08,Apparel,4,41.56,0.2761484322862226,8.2,0.0,Paid Ads
4978,2024-03-11,Beauty,2,35.01,0.07636624443215194,7.25,0.0,Referral
102369,2025-03-24,Apparel,3,42.5,10.7,10.21,0.0,Organic
102169,2025-05-02,Electronics,2,207.87,0.09005372365792286,9.6,0.0,Organic
108409,2025-11-13,Beauty,2,37.55,0.09301013375567257,12.17,,Referral
3782,2024-01-13,Electronics,4,220.77,0.0726435469712844,5.17,0.0,Organic
6183,2024-04-22,Home,3,79.83,4.7,6.11,0.0,Organic
106758,2025-03-06,Beauty,2,33.32,0.23221132107191939,12.15,0.0,Paid Ads
7741,2024-06-28,Home,2,76.89,0.030022713703660858,7.86,0.0,Organic
109199,2025-03-30,Beauty,1,32.41,26.8,10.88,0.0,Paid Ads
104220,2025-08-14,Electronics,3,237.33,0.26263777304770186,11.88,0.0,Paid Ads
2475,2024-07-01,Electronics,3,203.13,0.15851818831558034,6.06,0.0,Referral
102865,2025-07-13,Apparel,2,44.37,27.0,,0.0,Paid Ads
968,2024-03-15,Apparel,2,43.02,0.1304834337070805,5.79,0.0,Email
105797,2025-07-18,Electronics,2,209.95,0.14159415477691692,10.67,0.0,Referral
105748,2025-03-14,Electronics,1,224.26,0.07307906348660637,12.61,0.0,Referral
6632,2024-05-01,Beauty,3,32.26,0.10729638467305005,8.93,1.0,Email
109071,2025-11-11,Electronics,1,216.86,0.10964311617443065,13.29,0.0,Email
101200,2025-05-01,Apparel,3,47.82,0.09206018777571687,,0.0,Organic
7954,2024-09-04,Electronics,1,231.75,22.7,6.7,0.0,Paid Ads
100057,2025-04-21,Apparel,4,43.01,0.27688726375274925,12.33,0.0,Paid Ads
5593,2024-10-09,Electronics,4,215.96,0.04905100434044936,7.18,0.0,Organic
4034,2024-04-22,Beauty,4,35.52,0.11946901564047493,9.39,,Organic
107907,2025-01-02,Apparel,1,47.05,0.26547222395288866,7.78,0.0,Paid Ads
469,2024-08-07,Beauty,2,38.43,0.27211166265116715,8.0,0.0,Paid Ads
5959,2024-12-23,Apparel,4,49.45,24.6,10.51,0.0,Paid Ads
101343,2025-03-20,Electronics,2,223.34,9.7,8.77,0.0,Referral
5059,2024-03-22,Electronics,2,237.97,0.24520622342896725,6.32,0.0,Paid Ads
101570,2025-08-11,Electronics,3,233.07,0.25505799956324515,7.62,,Paid Ads
106620,2025-03-15,Electronics,2,199.75,10.7,,0.0,Email
345,2024-07-06,Electronics,4,229.09,0.17637226791641714,5.67,0.0,Paid Ads
100647,2025-06-19,Electronics,3,203.08,0.09679940963509406,10.59,1.0,Organic
6341,2024-03-15,Home,2,74.53,16.9,5.76,0.0,Email
101063,2025-01-29,Apparel,3,44.54,0.0759196568429587,10.45,0.0,Organic
108271,2025-08-22,Electronics,2,230.94,0.21010437876327986,10.03,0.0,Paid Ads
108649,2025-03-28,Home,4,83.1,0.129199599958302,,0.0,Organic
107669,2025-10-14,Apparel,3,47.79,0.23121569802107458,12.37,0.0,Paid Ads
101735,2025-03-15,Electronics,2,203.15,24.1,13.55,1.0,Paid Ads
101515,2025-03-26,Home,1,80.8,0.2213287774312151,13.68,0.0,Paid Ads
102018,2025-06-07,Home,4,82.22,0.1272976827971714,15.93,0.0,Organic
602,2024-01-09,Apparel,1,42.0,12.9,6.83,0.0,Referral
120,2024-04-08,Home,4,72.46,28.0,,0.0,Paid Ads
108053,2025-05-20,Electronics,1,200.02,0.09707210842812397,,1.0,Organic
106675,2025-06-05,Home,2,77.58,0.08642026891440222,,0.0,Organic
448,2024-08-26,Electronics,1,213.89,30.0,,0.0,Paid Ads
4938,2024-10-22,Apparel,1,41.14,22.7,5.51,0.0,Paid Ads
102231,2025-01-03,Beauty,1,35.99,0.13054574956450637,10.43,0.0,Referral
5437,2024-08-26,Electronics,4,212.12,7.0,9.55,0.0,Referral
102079,2025-01-24,Home,1,84.05,11.3,11.98,0.0,Referral
107461,2025-01-11,Apparel,3,43.82,0.2940950185027607,12.42,0.0,Paid Ads
108583,2025-01-16,Home,2,85.35,0.20104067263371825,11.22,0.0,Email
107288,2025-02-16,Electronics,1,232.32,3.4,,0.0,Referral
4103,2024-01-24,Apparel,4,46.07,0.06653572388204271,8.19,0.0,Organic
108645,2025-03-08,Apparel,4,40.5,0.08101196382854908,10.25,0.0,Referral
109368,2025-09-13,Home,3,78.43,0.11829327481968235,9.99,0.0,Organic
103008,2025-02-12,Home,1,86.54,21.8,10.27,0.0,Paid Ads
104375,2025-12-06,Electronics,4,202.4,0.17197788322733099,,0.0,Referral
105339,2025-01-28,Home,2,82.14,11.9,8.92,1.0,Organic
106479,2025-03-27,Home,1,86.59,0.0561270770276363,12.07,0.0,Organic
6773,2024-12-01,Apparel,3,44.05,0.11128250503861212,7.11,0.0,Email
105014,2025-03-23,Electronics,1,204.7,0.30745222022520513,14.87,0.0,Paid Ads
105774,2025-01-17,Home,1,73.92,0.2805072284341078,7.48,,Paid Ads
7463,2024-04-26,Apparel,1,42.59,0.09927859412096694,4.67,0.0,Organic
1186,2024-12-29,Electronics,3,218.45,11.8,6.64,0.0,Organic
3014,2024-09-03,Home,1,73.41,5.5,8.69,1.0,Organic
6087,2024-12-22,Home,1,78.9,12.0,6.61,0.0,Organic
5771,2024-12-17,Beauty,1,32.26,0.12848328026689637,,0.0,Referral
102071,2025-03-20,Apparel,3,42.83,0.27436275521444303,10.96,,Paid Ads
103029,2025-01-09,Electronics,3,221.05,0.16330950863639174,9.86,0.0,Email
307,2024-06-24,Apparel,4,48.61,0.08286989188079841,12.0,0.0,Organic
109707,2025-01-10,Electronics,3,240.89,24.3,10.1,,Paid Ads
107668,2025-12-10,Apparel,1,49.06,0.08237564976679086,,0.0,Organic
103965,2025-03-08,Electronics,3,239.09,0.11591779836173616,,,Referral
108648,2025-12-19,Electronics,3,224.72,24.3,12.75,0.0,Paid Ads
2604,2024-09-29,Home,1,83.42,11.8,7.56,0.0,Organic
100384,2025-11-14,Electronics,4,211.33,0.2130932359659115,12.26,,Paid Ads
5620,2024-03-11,Electronics,4,228.18,0.03316701001258791,,0.0,Organic
101741,2025-03-08,Apparel,3,49.34,0.14254108437318538,12.28,0.0,Email
101104,2025-07-20,Apparel,1,47.07,0.12626393002901254,13.83,0.0,Referral
1666,2024-07-24,Apparel,1,41.19,6.4,9.08,0.0,Organic
2890,2024-11-22,Apparel,2,42.04,0.05628847342393056,7.08,0.0,Organic
102493,2025-03-30,Electronics,2,238.25,0.2547387066858619,14.61,0.0,Paid Ads
103886,2025-09-30,Electronics,1,204.38,12.1,11.98,,Organic
3053,2024-06-24,Apparel,3,44.65,0.0893096244060622,8.22,0.0,Referral
102535,2025-12-12,Electronics,2,235.42,0.1267842290653255,,0.0,Organic
5753,2024-08-24,Electronics,4,227.91,23.7,5.04,0.0,Paid Ads
105804,2025-07-16,Electronics,3,215.76,0.2812244962856902,10.58,1.0,Paid Ads
104907,2025-03-29,Electronics,2,209.05,0.24900751505575927,11.79,0.0,Paid Ads
104253,2025-02-20,Home,1,76.89,0.02214812266872717,,0.0,Organic
108143,2025-12-22,Electronics,1,234.49,0.09622101658056108,13.66,0.0,Referral
106564,2025-12-29,Electronics,1,206.5,0.037072544697734314,9.71,0.0,Organic
3751,2024-08-16,Electronics,2,221.19,0.05703607052207762,6.62,0.0,Organic
5169,2024-05-28,Electronics,3,208.67,9.6,9.6,0.0,Referral
103767,2025-03-23,Electronics,1,226.62,0.06966015102610171,,0.0,Email
101905,2025-03-07,Home,3,80.69,0.23296126232204303,11.0,1.0,Paid Ads
7087,2024-01-17,Home,4,73.9,25.1,7.99,0.0,Paid Ads
5525,2024-01-03,Beauty,4,33.7,0.06979573781491062,7.09,0.0,Organic
103333,2025-05-05,Electronics,4,226.87,29.4,10.55,0.0,Paid Ads
7477,2024-07-11,Electronics,3,215.39,0.11005270648448945,10.12,0.0,Organic
105756,2025-03-05,Beauty,3,35.14,0.09404097401764423,8.39,0.0,Organic
101807,2025-04-18,Apparel,1,41.98,0.2507844986870653,11.57,0.0,Paid Ads
101218,2025-11-19,Apparel,1,47.66,26.3,9.74,0.0,Paid Ads
6762,2024-12-06,Apparel,1,43.28,0.17770679232090655,11.14,0.0,Email
102859,2025-03-26,Apparel,2,45.35,0.1159975658300523,11.43,0.0,Referral
2993,2024-04-16,Beauty,1,36.3,6.9,8.97,0.0,Referral
100240,2025-03-27,Home,3,74.89,0.19524604790146322,14.3,0.0,Paid Ads
102598,2025-04-24,Beauty,2,35.35,19.7,13.44,0.0,Paid Ads
102310,2025-03-09,Electronics,4,209.18,0.06478413042416946,,0.0,Organic
103131,2025-06-30,Beauty,4,34.1,5.1,10.14,0.0,Referral
5550,2024-03-14,Home,4,76.87,0.2115770518594769,10.65,0.0,Email
101352,2025-08-21,Apparel,2,47.9,0.2314579648016471,,0.0,Paid Ads
373,2024-02-08,Electronics,1,230.96,0.12754618379559843,6.83,0.0,Referral
6729,2024-01-20,Home,1,85.74,0.04124598585759103,10.88,,Organic
104269,2025-12-17,Electronics,4,222.0,0.07251476859641977,13.23,0.0,Organic
101657,2025-03-08,Apparel,1,43.07,0.16045671954986243,13.13,0.0,Email
104179,2025-01-30,Electronics,4,221.76,9.5,10.53,0.0,Referral
109316,2025-09-10,Electronics,1,236.44,7.1,12.91,0.0,Organic
109681,2025-03-24,Home,3,86.0,0.07129752558427116,9.09,0.0,Organic
7679,2024-02-14,Electronics,2,214.18,5.4,6.14,0.0,Organic
105884,2025-08-21,Apparel,3,41.76,26.7,8.68,0.0,Paid Ads
4280,2024-01-19,Apparel,1,42.64,2.1,8.12,0.0,Organic
6453,2024-10-13,Apparel,2,46.49,0.02,2.0,0.0,Organic
5865,2024-11-21,Apparel,2,45.32,0.1352575633362784,8.14,0.0,Email
103825,2025-01-02,Beauty,4,37.75,9.6,10.6,0.0,Referral
108754,2025-01-29,Apparel,4,44.53,0.2937570006630619,11.82,0.0,Paid Ads
102100,2025-01-28,Beauty,2,37.4,0.14640393362636636,14.37,0.0,Email
107152,2025-08-16,Electronics,3,234.08,0.18263073376373096,10.92,0.0,Paid Ads
2237,2024-05-29,Electronics,4,232.94,0.07296184247010201,,0.0,Referral
108494,2025-12-25,Electronics,4,205.05,22.5,12.25,,Paid Ads
109317,2025-03-12,Apparel,4,44.34,0.23715897664840643,13.56,0.0,Paid Ads
3249,2024-09-01,Electronics,3,199.6,0.2548393246060877,9.19,1.0,Paid Ads
101058,2025-09-23,Beauty,2,35.78,0.21784570197742015,13.52,1.0,Email
7659,2024-04-15,Home,2,75.78,7.8,6.07,0.0,Referral
108651,2025-03-09,Electronics,4,215.86,26.4,10.79,0.0,Paid Ads
100793,2025-03-11,Home,1,83.33,12.2,11.7,0.0,Email
5316,2024-05-22,Apparel,1,41.63,0.10765221733706332,,0.0,Organic
104316,2025-02-26,Apparel,3,48.91,0.04103136281393183,11.05,0.0,Organic
103849,2025-06-11,Electronics,3,234.49,0.027744335515554476,9.08,0.0,Organic
6936,2024-03-13,Apparel,4,44.9,0.1158994430468075,9.43,,Organic
3302,2024-06-09,Beauty,2,34.38,7.1,8.87,0.0,Referral
4866,2024-05-18,Electronics,2,204.95,0.05447599518011913,7.5,0.0,Organic
100608,2025-08-18,Electronics,2,230.98,0.2367291079449576,11.08,1.0,Paid Ads
103156,2025-06-16,Electronics,3,209.58,0.2503709378430299,11.53,0.0,Paid Ads
102388,2025-03-16,Home,4,83.43,24.3,9.94,0.0,Paid Ads
102737,2025-03-20,Electronics,2,222.64,0.1645757234656401,10.57,0.0,Email
6702,2024-09-06,Electronics,4,219.85,0.07725918432720556,2.76,,Organic
100597,2025-01-22,Home,4,85.81,23.1,11.31,,Paid Ads
102838,2025-10-28,Apparel,1,41.53,9.1,14.41,0.0,Email
4246,2024-03-29,Electronics,4,204.7,0.09015189044850917,5.82,1.0,Organic
3002,2024-01-16,Home,3,78.62,0.10076816179774445,9.23,0.0,Organic
1977,2024-03-20,Home,3,82.46,25.4,5.33,1.0,Paid Ads
3362,2024-10-14,Electronics,3,201.98,0.24490155846221984,8.76,0.0,Paid Ads
100922,2025-03-06,Beauty,4,36.86,21.9,12.83,0.0,Paid Ads
185,2024-06-13,Home,1,80.51,0.21460800295469581,,1.0,Paid Ads
7512,2024-01-21,Home,1,78.75,0.10766693414257611,9.82,0.0,Referral
3952,2024-02-17,Beauty,1,33.85,0.027004811426823476,,0.0,Organic
102809,2025-03-01,Apparel,4,48.16,21.3,14.74,0.0,Paid Ads
103696,2025-07-10,Home,2,78.93,0.042040710133166695,12.99,0.0,Organic
2609,2024-05-03,Electronics,3,221.02,6.5,8.6,0.0,Organic
109593,2025-01-19,Electronics,4,224.97,24.2,11.77,0.0,Paid Ads
101126,2025-03-31,Home,1,85.71,0.24626635825157028,12.39,0.0,Paid Ads
6758,2024-02-26,Electronics,3,209.97,0.04566939854353282,10.16,0.0,Organic
106104,2025-07-16,Electronics,3,212.48,0.10731686688557253,12.65,0.0,Referral
108394,2025-06-23,Electronics,3,210.93,15.3,12.16,1.0,Email
104678,2025-03-03,Electronics,1,222.66,0.030940500432979516,,0.0,Organic
100904,2025-05-07,Apparel,1,42.89,0.3015978308538755,10.01,0.0,Paid Ads
6437,2024-05-09,Electronics,1,230.53,0.09819277416494601,6.38,,Organic
102332,2025-04-10,Electronics,4,238.83,0.27063614111495177,,0.0,Paid Ads
104029,2025-03-22,Electronics,3,229.18,0.2664465848094431,,0.0,Paid Ads
7212,2024-08-16,Electronics,4,213.91,0.028946962963380056,6.74,,Organic
101948,2025-03-17,Apparel,3,48.59,0.09275291694392976,12.37,0.0,Organic
101123,2025-10-07,Home,2,74.57,21.8,11.21,0.0,Paid Ads
108792,2025-05-12,Electronics,2,209.28,0.11746067287990349,14.13,0.0,Referral
106948,2025-03-26,Home,1,72.78,0.2796405964826294,10.69,0.0,Paid Ads
3760,2024-04-18,Electronics,4,232.48,0.06440934289471761,8.98,0.0,Organic
107991,2025-03-01,Home,4,76.94,26.8,9.62,0.0,Paid Ads
105821,2025-03-10,Electronics,2,209.66,0.2556715371624551,13.05,,Paid Ads
8111,2024-06-17,Apparel,3,48.47,0.0830381665436912,5.62,1.0,Organic
4790,2024-09-13,Electronics,1,227.85,0.045081942322941874,,0.0,Referral
105751,2025-03-15,Home,2,74.22,29.5,10.79,0.0,Paid Ads
5841,2024-09-17,Apparel,4,42.24,0.13261406121013503,7.0,0.0,Organic
103037,2025-03-24,Electronics,3,233.31,5.1,13.8,0.0,Organic
108656,2025-03-31,Electronics,2,208.03,0.2908941988426972,10.02,0.0,Paid Ads
8099,2024-01-22,Beauty,4,32.28,0.11894844628341678,7.53,0.0,Email
1216,2024-08-11,Apparel,3,41.56,0.07333665162951651,,0.0,Organic
107708,2025-03-16,Home,3,86.26,24.8,8.11,1.0,Paid Ads
2009,2024-10-08,Apparel,2,41.1,0.08187536411064128,8.2,0.0,Organic
2064,2024-10-29,Home,3,77.12,24.2,8.62,0.0,Paid Ads
109203,2025-12-15,Electronics,2,235.6,8.8,12.16,0.0,Organic
7010,2024-07-30,Apparel,4,46.19,0.1112563185533353,9.37,0.0,Referral
5613,2024-04-27,Electronics,4,232.85,0.24489135835560635,7.55,0.0,Paid Ads
104751,2025-03-22,Electronics,3,231.74,0.14601403157495463,11.57,0.0,Email
3435,2024-04-18,Electronics,2,241.74,8.2,5.8,0.0,Organic
101194,2025-02-15,Electronics,1,237.97,0.06340497736706184,10.18,,Referral
6948,2024-06-03,Apparel,1,41.55,27.9,7.17,0.0,Paid Ads
7557,2024-10-02,Electronics,2,205.97,0.036805170243456184,,0.0,Organic
104279,2025-05-26,Apparel,1,41.13,9.4,9.66,0.0,Organic
2358,2024-06-28,Home,4,82.76,0.14494979496025415,5.33,0.0,Email
1446,2024-03-29,Electronics,3,234.52,0.2327959668981246,5.32,0.0,Paid Ads
2992,2024-06-24,Home,4,76.47,0.11348783426644797,10.47,0.0,Referral
104325,2025-12-16,Home,1,74.88,0.2405006629581455,10.47,0.0,Paid Ads
105252,2025-08-18,Electronics,2,224.62,0.19374582878618657,9.58,0.0,Referral
8252,2024-10-12,Home,1,85.06,0.142856337636646,7.3,0.0,Email
4314,2024-03-22,Home,3,84.83,0.07152661159276658,7.67,,Organic
107912,2025-01-31,Apparel,2,48.99,0.05787602304096147,,0.0,Organic
101358,2025-03-07,Beauty,1,33.37,0.3017315981614648,12.11,0.0,Paid Ads
104032,2025-02-28,Beauty,4,37.68,3.5,,0.0,Organic
7812,2024-04-23,Apparel,1,41.36,0.2269131704432714,7.59,0.0,Paid Ads
5565,2024-08-01,Home,1,78.22,5.2,4.96,0.0,Organic
107982,2025-11-12,Electronics,3,227.77,0.07521116776683309,9.91,0.0,Referral
104314,2025-01-03,Home,1,85.14,0.057974994909268975,12.53,0.0,Organic
104737,2025-07-13,Apparel,2,47.98,0.05926338353735514,11.16,0.0,Organic
1616,2024-10-27,Beauty,1,35.32,0.07700421689196121,6.96,0.0,Organic
5978,2024-01-11,Beauty,2,37.67,0.08845682344978346,5.71,0.0,Organic
104928,2025-03-10,Apparel,2,44.31,0.11595622625926477,9.88,0.0,Email
849,2024-01-01,Electronics,2,234.87,14.7,6.57,0.0,Email
104782,2025-12-26,Home,2,74.14,0.1638440920085683,11.35,,Organic
5852,2024-10-13,Beauty,3,33.52,0.10311872918138956,7.93,0.0,Referral
100244,2025-03-19,Electronics,1,222.75,0.1303733989500147,14.52,0.0,Email
112,2024-07-19,Apparel,4,46.08,19.4,11.77,0.0,Email
3364,2024-06-04,Electronics,4,238.78,9.6,7.98,1.0,Organic
101330,2025-07-07,Beauty,1,34.36,0.10387196247852852,12.28,1.0,Organic
2153,2024-10-18,Apparel,2,42.73,0.07346611077516259,7.65,0.0,Referral
109381,2025-08-17,Home,2,80.48,0.22295623457407984,7.42,0.0,Paid Ads
7098,2024-09-22,Beauty,2,38.37,0.02584432088821205,9.68,0.0,Organic
103766,2025-09-30,Apparel,3,41.15,0.15622097731677823,9.47,0.0,Referral
104047,2025-07-18,Apparel,3,44.39,0.3161090863476682,11.62,0.0,Paid Ads
102282,2025-11-14,Beauty,2,38.39,0.24455259885326341,10.43,0.0,Paid Ads
7062,2024-09-02,Electronics,1,203.08,0.16112690992542805,,0.0,Email
6709,2024-05-25,Beauty,2,38.33,8.6,,1.0,Referral
4649,2024-07-24,Apparel,1,44.75,11.9,10.02,0.0,Referral
3722,2024-01-13,Electronics,2,206.98,0.1694360474626687,10.7,0.0,Email
108790,2025-11-28,Electronics,1,231.55,0.0645846771580662,10.57,0.0,Organic
106149,2025-03-14,Apparel,4,49.27,0.13994865343164464,9.87,0.0,Referral
1814,2024-06-08,Apparel,1,42.77,0.05297244496301515,6.7,0.0,Referral
101491,2025-05-19,Apparel,2,46.26,14.6,11.82,0.0,Email
107376,2025-07-29,Beauty,1,36.78,24.9,9.18,0.0,Paid Ads
4997,2024-12-25,Electronics,2,241.33,0.0762587044769503,8.65,0.0,Organic
107979,2025-11-14,Home,2,73.91,0.12671866068640952,12.0,0.0,Organic
3961,2024-09-30,Apparel,2,43.07,0.17272255649340962,8.95,0.0,Email
4064,2024-08-08,Apparel,3,43.81,8.1,,0.0,Organic
104517,2025-10-03,Home,1,79.48,0.15213636146478351,13.36,,Email
107658,2025-05-31,Apparel,3,42.6,0.1420206070566621,11.56,,Email
109308,2025-03-21,Electronics,2,227.56,0.26139153692779005,7.2,0.0,Paid Ads
105590,2025-12-06,Home,3,76.43,0.1214982232476431,12.05,0.0,Email
7709,2024-11-20,Apparel,1,45.27,0.23981447159982378,8.78,0.0,Paid Ads
100911,2025-12-24,Apparel,4,48.87,0.05976746632778216,9.14,0.0,Organic
93,2024-01-15,Apparel,4,43.26,6.1,9.88,0.0,Organic
6092,2024-01-12,Apparel,1,44.17,0.12000856642510033,8.03,0.0,Email
103234,2025-10-05,Apparel,3,47.91,27.4,12.06,0.0,Paid Ads
102815,2025-02-17,Apparel,3,46.52,0.11438293867424917,12.75,,Organic
2443,2024-11-24,Apparel,4,41.41,0.252906115211576,,0.0,Paid Ads
940,2024-11-10,Electronics,1,237.54,0.051129430099620315,6.43,0.0,Organic
107591,2025-12-01,Home,2,85.03,0.07505973760536698,10.85,0.0,Organic
7119,2024-05-11,Apparel,3,48.32,21.2,6.27,,Paid Ads
5870,2024-03-29,Home,3,84.93,0.089315663263262,,0.0,Organic
104655,2025-11-29,Electronics,2,218.63,0.10790510091499354,11.16,0.0,Email
8594,2024-11-25,Apparel,1,45.61,0.14924714128051803,,0.0,Referral
2204,2024-01-09,Home,2,75.7,0.10269069789135964,8.74,,Referral
100055,2025-03-14,Electronics,4,205.67,26.6,10.96,,Paid Ads
108341,2025-03-11,Beauty,3,33.15,11.4,11.09,0.0,Referral
103134,2025-12-14,Electronics,3,208.77,4.6,10.73,0.0,Referral
101206,2025-03-27,Apparel,3,44.65,0.2626763959628235,6.29,0.0,Paid Ads
3584,2024-08-19,Beauty,3,38.18,0.06720789780346349,13.64,,Organic
4581,2024-09-03,Electronics,1,235.83,0.0669595344384146,8.19,,Organic
100270,2025-09-08,Electronics,1,235.18,0.243263592980934,9.9,0.0,Paid Ads
106666,2025-11-22,Beauty,1,33.74,0.29373441665819605,9.94,0.0,Paid Ads
4486,2024-11-19,Beauty,4,33.1,13.5,3.21,0.0,Email
100590,2025-03-30,Electronics,1,238.94,0.13080698684011638,10.58,0.0,Referral
108859,2025-01-17,Electronics,3,210.21,0.10033141181370545,,0.0,Organic
6297,2024-03-17,Electronics,4,234.81,0.06966060028396051,9.51,0.0,Referral
1650,2024-07-06,Apparel,4,47.48,13.4,4.07,0.0,Email
108497,2025-06-10,Apparel,1,41.81,0.12846191431325363,,0.0,Referral
7627,2024-09-10,Home,1,77.13,0.06520107656258403,8.86,0.0,Referral
106459,2025-10-06,Electronics,3,239.0,10.0,15.35,0.0,Organic
6155,2024-04-20,Beauty,3,34.72,8.4,11.55,0.0,Organic
100461,2025-03-18,Home,2,75.55,0.044770370612827896,10.22,0.0,Organic
3229,2024-04-18,Electronics,3,214.72,10.3,8.06,0.0,Referral
101689,2025-03-17,Electronics,3,224.91,0.13096422142951603,,0.0,Organic
4444,2024-03-13,Home,1,87.9,0.13930826383433942,9.69,,Email
100894,2025-06-12,Home,4,87.06,0.13633462145799777,11.28,0.0,Organic
103291,2025-02-06,Home,3,72.55,0.06637974471415203,7.16,0.0,Referral
101727,2025-09-22,Home,1,84.11,9.0,11.95,0.0,Organic
104819,2025-03-07,Beauty,2,35.83,0.2351917692717724,10.74,0.0,Paid Ads
102029,2025-07-11,Apparel,4,42.39,21.0,,0.0,Paid Ads
105262,2025-04-02,Apparel,1,41.62,0.1077664175957169,9.93,,Referral
103354,2025-05-07,Home,2,79.92,0.08390821967496168,,0.0,Organic
8565,2024-10-15,Apparel,1,43.79,0.059689650479102484,4.33,0.0,Referral
104444,2025-03-30,Beauty,1,32.65,0.11457256679798404,10.57,0.0,Organic
104514,2025-03-17,Home,2,83.41,0.1313041794384552,9.42,0.0,Organic
5113,2024-09-12,Home,4,72.68,0.13764385707966245,10.42,0.0,Email
103741,2025-03-24,Electronics,1,207.58,0.1088029792211076,,0.0,Organic
101547,2025-05-05,Apparel,4,44.71,0.1483152016946851,8.43,,Email
5742,2024-04-05,Electronics,4,236.74,0.10206315240969076,,0.0,Referral
101127,2025-07-28,Home,1,76.1,12.9,9.94,1.0,Referral
3665,2024-07-23,Electronics,1,216.42,0.14265179342195633,3.55,1.0,Organic
104041,2025-03-02,Home,4,81.13,0.04531495049768815,10.53,0.0,Organic
109075,2025-11-21,Electronics,2,228.45,26.0,11.3,0.0,Paid Ads
